label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
4	1058 m/(s^2)	0.3718	Games and Playable Media	hamster	1.1313	2.2405	-0.4072	1229	1835	0.7805	1.5138	0.4087
4	1062 m/(s^2)	0.6174	Games and Playable Media	hamster	1.0124	-0.5042	0.4347	-133	760	-1.2437	0.6413	-1.2957
2	989 m/(s^2)	None	Technology and Information Management	ferret, pig	1.0827	-1.3827	1.958	-908	2802	0.8106	-0.8452	-0.9863
2	1235 m/(s^2)	-0.2225	Technology and Information Management	rat, pig, fish	-0.2758	-1.1631	0.1815	-601	1001	0.773	-0.3296	0.3036
3	-535 m/(s^2)	0.9419	Bioinformatics	rabbit	-0.0412	1.2883	0.0772	13	-339	1.1456	1.0258	0.7221
3	-119 m/(s^2)	0.1118	Natural Language Processing	chicken	0.7484	0.9291	-0.1531	1645	-1185		0.4313	1.5883
1	-1639 m/(s^2)	-0.5449	Computer Science	bird	-0.1901	0.5596	-1.0184	106	469	0.8904	0.6712	0.838
1	1793 m/(s^2)	0.8926	Applied Mathematics	dog	0.7234	0.0111	-0.3235	377	951	0.6227	-0.1203	0.016
1	623 m/(s^2)	-0.481	Applied Mathematics	bird, dog	?	0.3055	-0.487	33	1225	0.3347	1.1047	0.191
0	-614 m/(s^2)	1.4389	Computer Engineering	reptile	NULL	0.933	-0.3707	-679	-524	-0.0891	-0.6085	0.8653
4	1110 m/(s^2)	0.2077	Computer Game Design	hamster	-0.2121	1.0196	0.6939	1774	500	0.2411	0.4748	0.9532
3	191 m/(s^2)	-0.5707	Electrical Engineering	chicken	1.125	-0.2862	1.0065	1045	-20	2.3774	1.0801	1.2667
3	1083 m/(s^2)	1.5475	Bioinformatics	chicken	-0.4003	0.1956	0.6428	241	1882	1.3987		1.0462
2	1448 m/(s^2)	0.3383	Technology and Information Management	rat	0.861	0.1695	2.6308	816	-544	-0.4004	1.1382	0.2616
1	228 m/(s^2)	-0.6107	Bioengineering	cat	0.5444	0.2065	0.6275	881	1628	1.3887	1.5187	-0.2336
